;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SAME;SAME;DELETE;SAME;SAME;SAME;SAME;SAME;NEW;RENAME;DELETE;NEW;RENAME;NEW;SAME;NEW;RENAME;NEW;Rename;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE;DELETE
;QS0011017637;06-05-25;;QS0011017637;FR;FRBM;CAC Basic Materials;XPAR;;48574008.1;3034.72;;3015.95;;3015.949619;;1.46497E+11;;10;EUR;1;;;QS0011223979;;;;ECB;EU Price;Indices;;;;;0;
;QS0011017603;06-05-25;;QS0011017603;FR;FROG;CAC Energy;XPAR;;143269847.3;941.28;;932.43;;932.4319384;;1.33589E+11;;10;EUR;1;;;QS0011223698;;;;ECB;EU Price;Indices;;;;;0;
;QS0011016936;06-05-25;;QS0011016936;BE;BETEC;BEL Technology NR;XBRU;;;1822.65;;1816.54;;1816.544368;;;;;;;QS0011225172;;;;0;;ECB;TR1;Indices;;;;;0;
;QS0011016902;06-05-25;;QS0011016902;BE;BEFIN;BEL Financials NR;XBRU;;;1695.72;;1697.9;;1697.902805;;;;;;;QS0011225180;;;;6.295881258;BE0003565737;ECB;TR1;Indices;;;;;0;
;QS0011016860;06-05-25;;QS0011016860;BE;BETEL;BEL Telecommunications NR;XBRU;;;831.25;;824.32;;824.3195467;;;;;;;QS0011225198;;;;0;;ECB;TR1;Indices;;;;;0;
;QS0011016829;06-05-25;;QS0011016829;BE;BECS;BEL Consumer Staples NR;XBRU;;;4357.59;;4366.7;;4366.69973;;;;;;;QS0011225156;;;;25.64332318;BE0974293251;ECB;TR1;Indices;;;;;0;
;QS0011016795;06-05-25;;QS0011016795;BE;BEHC;BEL Health Care NR;XBRU;;;5883.93;;5909.77;;5909.768951;;;;;;;QS0011225206;;;;0;;ECB;TR1;Indices;;;;;0;
;QS0011016761;06-05-25;;QS0011016761;BE;BECG;BEL Consumer Discretionary NR;XBRU;;;10499;;10558.65;;10558.64931;;;;;;;QS0011225222;;;;0;;ECB;TR1;Indices;;;;;0;
;QS0011016738;06-05-25;;QS0011016738;BE;BEIN;BEL Industrials NR;XBRU;;;3029.91;;3008.48;;3008.477484;;;;;;;QS0011225214;;;;0;;ECB;TR1;Indices;;;;;0;
;QS0011016696;06-05-25;;QS0011016696;BE;BEBM;BEL Basic Materials NR;XBRU;;;1528.25;;1530.42;;1530.41701;;;;;;;QS0011224910;;;;0;;ECB;TR1;Indices;;;;;0;
;QS0011016688;06-05-25;;QS0011016688;PT;PTTEC;PSI Technology GR;XLIS;;;1790.54;;1788.21;;1788.213521;;;;;;;QS0011225065;;;0;;;ECB;TR1;Indices;;;;;0;
;QS0011016662;06-05-25;;QS0011016662;PT;PTFIN;PSI Financials GR;XLIS;;;178.3;;176.35;;176.3451245;;;;;;;QS0011225057;;;0;;;ECB;TR1;Indices;;;;;0;
;QS0011016647;06-05-25;;QS0011016647;PT;PTUT;PSI Utilities GR;XLIS;;;3126.12;;3178.82;;3178.818431;;;;;;;QS0011225040;;;0;;;ECB;TR1;Indices;;;;;0;
;QS0011016621;06-05-25;;QS0011016621;PT;PTTEL;PSI Telecommunications GR;XLIS;;;396.77;;400.73;;400.7344375;;;;;;;QS0011225032;;;0;;;ECB;TR1;Indices;;;;;0;
;QS0011016613;06-05-25;;QS0011016613;NL;NLTEC;AEX Technology;XAMS;;47875856.15;9813.8;;9794.53;;9794.527432;;4.68921E+11;;14;EUR;1;;QS0011224936;;;;;ECB;EU Price;Indices;;;;;0;
;QS0011016605;06-05-25;;QS0011016605;NL;NLFIN;AEX Financials;XAMS;;222538079;785.43;;787.67;;787.6661832;;1.75286E+11;;18;EUR;1;;QS0011224522;;;;;ECB;EU Price;Indices;;;;;0;
;QS0011016597;06-05-25;;QS0011016597;PT;PTCS;PSI Consumer Staples GR;XLIS;;;3865.27;;3865.13;;3865.130337;;;;;;;QS0011225024;;;0;;;ECB;TR1;Indices;;;;;0;
;QS0011016589;06-05-25;;QS0011016589;NL;NLTEL;AEX Telecommunications;XAMS;;8645482.652;1814.13;;1832.58;;1832.575829;;15843502539;;1;EUR;1;;QS0011224944;;;;;ECB;EU Price;Indices;;;;;0;
;QS0011016571;06-05-25;;QS0011016571;PT;PTCG;PSI Consumer Discretionary GR;XLIS;;;8395.48;;8630.33;;8630.329025;;;;;;;QS0011225016;;;0;;;ECB;TR1;Indices;;;;;0;
;QS0011016563;06-05-25;;QS0011016563;NL;NLCS;AEX Consumer Staples;XAMS;;93086011.61;3053.42;;3064.53;;3064.532202;;2.85265E+11;;11;EUR;1;;QS0011225420;;;;;ECB;EU Price;Indices;;;;;0;
;QS0011016555;06-05-25;;QS0011016555;NL;NLHC;AEX Health Care;XAMS;;19170181.2;1318.67;;1305.95;;1305.947769;;25035255363;;6;EUR;1;;QS0011224589;;;;;ECB;EU Price;Indices;;;;;0;
;QS0011016530;06-05-25;;QS0011016530;NL;NLCG;AEX Consumer Discretionary;XAMS;;22311974.6;4263.87;;4297.23;;4297.229295;;95879670898;;16;EUR;1;;QS0011225404;;;;;ECB;EU Price;Indices;;;;;0;
;QS0011016522;06-05-25;;QS0011016522;PT;PTIN;PSI Industrials GR;XLIS;;;956.64;;956.63;;956.6335086;;;;;;;QS0011225008;;;0;;;ECB;TR1;Indices;;;;;0;
;QS0011016514;06-05-25;;QS0011016514;PT;PTBM;PSI Basic Materials GR;XLIS;;;7863.45;;7870.2;;7870.195125;;;;;;;QS0011224993;;;0;;;ECB;TR1;Indices;;;;;0;
;QS0011016506;06-05-25;;QS0011016506;NL;NLIN;AEX Industrials;XAMS;;64753216.11;2568.03;;2570.86;;2570.857561;;1.66471E+11;;30;EUR;1;;QS0011224662;;;;;ECB;EU Price;Indices;;;;;0;
;QS0011016480;06-05-25;;QS0011016480;NL;NLBM;AEX Basic Materials;XAMS;;32899007.71;1323.41;;1326.03;;1326.034225;;43625210183;;8;EUR;1;;QS0011225396;;;;;ECB;EU Price;Indices;;;;;0;
;QS0011016472;06-05-25;;QS0011016472;NL;NLOG;AEX Energy;XAMS;;170020028.2;1076.19;;1055.28;;1055.28305;;1.79419E+11;;3;EUR;1;;QS0011224829;;;;;ECB;EU Price;Indices;;;;;0;
;QS0010989141;06-05-25;;QS0010989141;FR;PAX;CAC All-Share Index;XPAR;;331680347.9;9131.37;;9103.77;;9103.772365;;3.01954E+12;;352;EUR;1;;;QS0011224217;;;;ECB;EU Price;Indices;;;;;0;
;QS0010989133;06-05-25;;QS0010989133;FR;CACMS;CAC Mid & Small;XPAR;;6911152.457;13448.56;;13441.18;;13441.18256;;92894061880;;140;EUR;1;;QS0011213756;QS0011213731;;;;ECB;EU Price;Indices;;;;;0;
;QS0010989125;06-05-25;;QS0010989125;FR;CACS;CAC Small;XPAR;;860328.8186;12010.83;;12070.38;;12070.383;;10384498345;;80;EUR;1;;QS0011213723;QS0011213707;;;;ECB;EU Price;Indices;;;;;0;
;QS0010989117;06-05-25;;QS0010989117;FR;CACMD;CAC Mid 60;XPAR;;6042892.941;13670.96;;13653.98;;13653.984;;82509563535;;60;EUR;1;;QS0011131917;QS0011131909;;;;ECB;EU Price;Indices;;;;;0;
;QS0010989109;06-05-25;;QS0010989109;FR;CN20;CAC Next 20;XPAR;;8826042.996;12011.01;;12082.21;;12082.20648;;1.06638E+11;;20;EUR;1;;QS0011224233;QS0011224092;;;;ECB;EU Price;Indices;;;;;0;
;QS001INPX1NR;06-05-25;;QS001113182I;FR;CIRUN;CAC 40 NET REUT INTERN;XPAR;;;18174.31;;18138.18;;18138.17717;;;;;;;FR000350000I;;;;0;;ECB;TR1;Indices;;;;;0;
;QS001INPX1GR;06-05-25;;QS001113183I;FR;CIRUG;CAC 40 GROSS REUT INTERN;XPAR;;;24438.6;;24418.42;;24418.41825;;;;;;;FR000350000I;;;0;;;ECB;TR1;Indices;;;;;0;
;QS001INPSINR;06-05-25;;QS001121118I;PT;PIRUN;PSI NET REUT INTERN;XLIS;;;16511.49;;16592.34;;16592.34351;;;;;;;PTING020000I;;;;0;;ECB;TR1;Indices;;;;;0;
;QS001INAMXNR;06-05-25;;QS001121116I;NL;MIRUN;AMX NET REUT INTERN;XAMS;;;2584.94;;2595.2;;2595.201179;;;;;;;NL000024927I;;;;0;;ECB;TR1;Indices;;;;;0;
;QS001INAMXGR;06-05-25;;QS001120476I;NL;MIRUG;AMX GROSS REUT INTERN;XAMS;;;3017.84;;3029.82;;3029.816535;;;;;;;NL000024927I;;;0;;;ECB;TR1;Indices;;;;;0;
;PTINO0410001;06-05-25;;PTINO0410001;PT;PTEBG;PSI ex Banks GR;XLIS;;;7771.15;;7825.96;;7825.955284;;;;;;;PTINO0390005;;;0;;;ECB;TR1;Indices;;;;;0;
;PTINO0400002;06-05-25;;PTINO0400002;PT;PTEBN;PSI ex Banks NR;XLIS;;;7317.35;;7368.95;;7368.951101;;;;;;;PTINO0390005;;;;0;;ECB;TR1;Indices;;;;;0;
;PTINO0390005;06-05-25;;PTINO0390005;PT;PTEB;PSI ex Banks;XLIS;;1852490.32;6095.86;;6138.85;;6138.850308;;11372160774;;14;EUR;1;;PTINO0410001;PTINO0400002;;;;ECB;EU Price;Indices;;;;;0;
;PTING1000005;06-05-25;;PTING1000005;PT;BVLGR;PSI All-Share Index GR;XLIS;;;4383.83;;4409.42;;4409.424725;;;;;;;QS0011224308;;;0;;;ECB;TR1;Indices;;;;;0;
;PTING0210001;06-05-25;;PTING0210001;PT;PSITR;PSI GR;XLIS;;;21061.7;;21164.84;;21164.8437;;;;;;;PTING0200002;;;0;;;ECB;TR1;Indices;;;;;0;
;PTING0200002;06-05-25;;PTING0200002;PT;PSI20;PSI;XLIS;;1841349.095;6965.57;;6999.68;;6999.677235;;12888849338;;15;EUR;1;;PTING0210001;QS0011211180;;;;ECB;EU Price;Indices;;;;;0;
;PTINGINPSI20;06-05-25;;PTING020000I;PT;PIRUT;PSI REUT INTERN;XLIS;;1841349.095;6965.57;;6999.68;;6999.677235;;12888849338;;15;EUR;1;;PTING021000I;QS001121118I;;;;ECB;EU Price;Indices;;;;;0;
;PTINGINPSIGR;06-05-25;;PTING021000I;PT;PIRUG;PSI GROSS REUT INTERN;XLIS;;;21061.7;;21164.84;;21164.8437;;;;;;;PTING020000I;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0012513524;06-05-25;;NO0012513524;NO;OEXON;OBX ESG ex Oil and Gas NR;XOSL;;;4394.24;;4399.68;;4399.683855;;;;;;;NO0012513516;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0012513516;06-05-25;;NO0012513516;NO;OEXOP;OBX ESG ex Oil and Gas PR;XOSL;;250223129.2;3184.23;;3185.71;;3185.714996;;7.9714E+11;;40;NOK;1;;NO0012513508;NO0012513524;;;;ECB;EU Price;Indices;;;;;0;
;NO0012513508;06-05-25;;NO0012513508;NO;OEXOG;OBX ESG ex Oil and Gas;XOSL;;;4875.34;;4882.64;;4882.642104;;;;;;;NO0012513516;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0012513490;06-05-25;;NO0012513490;NO;OBXEN;OBX ESG NR;XOSL;;;3691.6;;3696.22;;3696.223865;;;;;;;NO0012513482;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0012513482;06-05-25;;NO0012513482;NO;OBXEP;OBX ESG PR;XOSL;;334308612.2;2596.52;;2597.93;;2597.928535;;8.6851E+11;;40;NOK;1;;NO0012513474;NO0012513490;;;;ECB;EU Price;Indices;;;;;0;
;NO0012513474;06-05-25;;NO0012513474;NO;OBXES;OBX ESG;XOSL;;;4097.42;;4103.51;;4103.513853;;;;;;;NO0012513482;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010892227;06-05-25;;NO0010892227;NO;OSEPB;OSEBX_STB Index PR;XOSL;;13353418271;129.11;;129.47;;129.4695126;;1.72886E+12;;59;NOK;1;;NO0010865355;;;;;ECB;EU Price;Indices;;;;;0;
;NO0010892201;06-05-25;;NO0010892201;NO;OSEXP;OSEEXR Index PR;XOSL;;671129399.6;192.2;;192.79;;192.7866002;;1.29385E+11;;20;NOK;1;;NO0010865371;;;;;ECB;EU Price;Indices;;;;;0;
;NO0010892193;06-05-25;;NO0010892193;NO;OSEPX;OSEBXG Index PR;XOSL;;12298300938;127.4;;127.65;;127.6520732;;1.5699E+12;;59;NOK;1;;NO0010865363;;;;;ECB;EU Price;Indices;;;;;0;
;NO0010892185;06-05-25;;NO0010892185;NO;SSSHP;OSLO Shipping Index PR;XOSL;;752025611.7;239.03;;241.07;;241.0710178;;1.81292E+11;;23;NOK;1;;NO0010580640;;;;;ECB;EU Price;Indices;;;;;0;
;NO0010892177;06-05-25;;NO0010892177;NO;SSSFP;OSLO Seafood Index PR;XOSL;;2730067736;96.42;;95.29;;95.29465987;;2.60161E+11;;9;NOK;1;;NO0010580624;;;;;ECB;EU Price;Indices;;;;;0;
;NO0010892169;06-05-25;;NO0010892169;NO;SSENP;OSLO Energy Index PR;XOSL;;5847681095;179.02;;178.83;;178.8283463;;1.04573E+12;;38;NOK;1;;NO0010580590;;;;;ECB;EU Price;Indices;;;;;0;
;NO0010892151;06-05-25;;NO0010892151;NO;OBXUP;OBX Uncapped Price Return Index;XOSL;;10362974577;135.91;;136.32;;136.316166;;1.41264E+12;;25;NOK;1;;NO0010865173;;;;;ECB;EU Price;Indices;;;;;0;
;NO0010890668;06-05-25;;NO0010890668;NO;OSEEP;Oslo Børs Equity Certificate Index  PR;XOSL;;453997109.6;193.49;;193.71;;193.7141025;;87945642645;;19;NOK;1;;NO0000000062;;;;;ECB;EU Price;Indices;;;;;0;
;NO0010890650;06-05-25;;NO0010890650;NO;OBOSP;OBOSX Oil Service PR;XOSL;;397915830.2;126.8;;126.2;;126.1967571;;50215687346;;2;NOK;1;;NO0010590086;;;;;ECB;EU Price;Indices;;;;;0;
;NO0010890643;06-05-25;;NO0010890643;NO;OUTP;OBX Utilities PR;XOSL;;1155884895;21.36;;21.71;;21.71167229;;25096194049;;6;NOK;1;;NO0010890627;NO0010890635;;;;ECB;EU Price;Indices;;;;;0;
;NO0010890635;06-05-25;;NO0010890635;NO;OUTN;OBX Utilities NR;XOSL;;;23.17;;23.56;;23.55898992;;;;;;;NO0010890643;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0010890627;06-05-25;;NO0010890627;NO;OUTG;OBX Utilities GR;XOSL;;;717.72;;729.68;;729.6759869;;;;;;;NO0010890643;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010890619;06-05-25;;NO0010890619;NO;OENP;OBX Energy PR;XOSL;;6518444780;161.7;;161.55;;161.5495506;;1.05305E+12;;39;NOK;1;;NO0010890593;NO0010890601;;;;ECB;EU Price;Indices;;;;;0;
;NO0010890601;06-05-25;;NO0010890601;NO;OENN;OBX Energy NR;XOSL;;;185.59;;185.42;;185.424944;;;;;;;NO0010890619;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0010890593;06-05-25;;NO0010890593;NO;OENG;OBX Energy GR;XOSL;;;1293.39;;1292.22;;1292.218101;;;;;;;NO0010890619;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010890585;06-05-25;;NO0010890585;NO;OBMP;OBX Basic Materials PR;XOSL;;1987631778;118.95;;119;;118.9956718;;2.3652E+11;;9;NOK;1;;NO0010890569;NO0010890577;;;;ECB;EU Price;Indices;;;;;0;
;NO0010890577;06-05-25;;NO0010890577;NO;OBMN;OBX Basic Materials NR;XOSL;;;139.59;;139.64;;139.6371011;;;;;;;NO0010890585;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0010890569;06-05-25;;NO0010890569;NO;OBMG;OBX Basic Materials GR;XOSL;;;958.87;;959.21;;959.2086717;;;;;;;NO0010890585;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010890551;06-05-25;;NO0010890551;NO;OINP;OBX Industrials PR;XOSL;;3606792425;201.85;;203.62;;203.618844;;7.34411E+11;;55;NOK;1;;NO0010890536;NO0010890544;;;;ECB;EU Price;Indices;;;;;0;
;NO0010890544;06-05-25;;NO0010890544;NO;OINN;OBX Industrials NR;XOSL;;;249.82;;252.43;;252.4308122;;;;;;;NO0010890551;;;;0.109760549;NO0013052209;ECB;TR1;Indices;;;;;0;
;NO0010890536;06-05-25;;NO0010890536;NO;OING;OBX Industrials GR;XOSL;;;1394.85;;1410.24;;1410.235469;;;;;;;NO0010890551;;;0.146347398;;NO0013052209;ECB;TR1;Indices;;;;;0;
;NO0010890528;06-05-25;;NO0010890528;NO;OCSP;OBX Consumer Staples PR;XOSL;;3517355580;108.34;;107.57;;107.573836;;3.78375E+11;;11;NOK;1;;NO0010890502;NO0010890510;;;;ECB;EU Price;Indices;;;;;0;
;NO0010890510;06-05-25;;NO0010890510;NO;OCSN;OBX Consumer Staples NR;XOSL;;;121.21;;120.35;;120.3523034;;;;;;;NO0010890528;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0010890502;06-05-25;;NO0010890502;NO;OCSG;OBX Consumer Staples GR;XOSL;;;3662.22;;3636.2;;3636.197961;;;;;;;NO0010890528;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010890494;06-05-25;;NO0010890494;NO;OCDP;OBX Consumer Discretionary PR;XOSL;;800541662.2;70.11;;70.71;;70.70936748;;56605794578;;12;NOK;1;;NO0010890478;NO0010890486;;;;ECB;EU Price;Indices;;;;;0;
;NO0010890486;06-05-25;;NO0010890486;NO;OCDN;OBX Consumer Discretionary NR;XOSL;;;72.07;;72.69;;72.69014149;;;;;;;NO0010890494;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0010890478;06-05-25;;NO0010890478;NO;OCDG;OBX Consumer Discretionary GR;XOSL;;;633.46;;638.91;;638.9058829;;;;;;;NO0010890494;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010890460;06-05-25;;NO0010890460;NO;OREP;OBX Real Estate PR;XOSL;;526930344.5;98.53;;99.26;;99.25789125;;52301994828;;4;NOK;1;;NO0010890445;NO0010890452;;;;ECB;EU Price;Indices;;;;;0;
;NO0010890452;06-05-25;;NO0010890452;NO;OREN;OBX Real Estate NR;XOSL;;;107.95;;108.75;;108.7471853;;;;;;;NO0010890460;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0010890445;06-05-25;;NO0010890445;NO;OREG;OBX Real Estate GR;XOSL;;;183.27;;184.63;;184.6339883;;;;;;;NO0010890460;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010890437;06-05-25;;NO0010890437;NO;OFINP;OBX Financials PR;XOSL;;4631423675;160.29;;161.15;;161.1475148;;7.46342E+11;;15;NOK;1;;NO0010890411;NO0010890429;;;;ECB;EU Price;Indices;;;;;0;
;NO0010890429;06-05-25;;NO0010890429;NO;OFINN;OBX Financials NR;XOSL;;;198.63;;199.69;;199.6926455;;;;;;;NO0010890437;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0010890411;06-05-25;;NO0010890411;NO;OFING;OBX Financials GR;XOSL;;;4465.34;;4489.33;;4489.33054;;;;;;;NO0010890437;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010890403;06-05-25;;NO0010890403;NO;OHCP;OBX Health Care PR;XOSL;;311660348.1;31.26;;31.76;;31.76243345;;9899091065;;13;NOK;1;;NO0010890387;NO0010890395;;;;ECB;EU Price;Indices;;;;;0;
;NO0010890395;06-05-25;;NO0010890395;NO;OHCN;OBX Health Care NR;XOSL;;;31.9;;32.41;;32.41369803;;;;;;;NO0010890403;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0010890387;06-05-25;;NO0010890387;NO;OHCG;OBX Health Care GR;XOSL;;;257.3;;261.47;;261.4740256;;;;;;;NO0010890403;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010890379;06-05-25;;NO0010890379;NO;OTELP;OBX Telecommunications PR;XOSL;;2157276316;100.29;;100.28;;100.2761985;;2.16323E+11;;2;NOK;1;;NO0010890353;NO0010890361;;;;ECB;EU Price;Indices;;;;;0;
;NO0010890361;06-05-25;;NO0010890361;NO;OTELN;OBX Telecommunications NR;XOSL;;;124.88;;124.86;;124.8628397;;;;;;;NO0010890379;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0010890353;06-05-25;;NO0010890353;NO;OTELG;OBX Telecommunications GR;XOSL;;;2510.51;;2510.25;;2510.250886;;;;;;;NO0010890379;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010890346;06-05-25;;NO0010890346;NO;OTECP;OBX Technology PR;XOSL;;1328848508;117.78;;117.43;;117.4334734;;1.56051E+11;;21;NOK;1;;NO0010890320;NO0010890338;;;;ECB;EU Price;Indices;;;;;0;
;NO0010890338;06-05-25;;NO0010890338;NO;OTECN;OBX Technology NR;XOSL;;;122.86;;122.5;;122.5017949;;;;;;;NO0010890346;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0010890320;06-05-25;;NO0010890320;NO;OTECG;OBX Technology GR;XOSL;;;486.3;;484.87;;484.8681742;;;;;;;NO0010890346;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010865371;06-05-25;;NO0010865371;NO;OSEER;OSEEXR Index;XOSL;;;5656.35;;5673.55;;5673.550092;;;;;;;NO0010892201;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010865363;06-05-25;;NO0010865363;NO;OSEBG;OSEBXG Index;XOSL;;;1412.12;;1415.69;;1415.686978;;;;;;;NO0010892193;;;0.023606072;;NO0013052209;ECB;TR1;Indices;;;;;0;
;NO0010865355;06-05-25;;NO0010865355;NO;OSEBS;OSEBX_STB Index;XOSL;;;387.34;;388.61;;388.6124582;;;;;;;NO0010892227;;;0.021740844;;NO0013052209;ECB;TR1;Indices;;;;;0;
;NO0010865330;06-05-25;;NO0010865330;NO;OAAXP;Euronext Expand All-Share Index;XOSL;;276537458;21.58;;21.9;;21.89912848;;6055929322;;16;NOK;1;;NO0007035384;NO0010865322;;;;ECB;EU Price;Indices;;;;;0;
;NO0010865322;06-05-25;;NO0010865322;NO;OAAXN;Euronext Expand All-Share Index NR;XOSL;;;60.19;;61.07;;61.07204579;;;;;;;NO0010865330;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0010865314;06-05-25;;NO0010865314;NO;OSESP;OSESX Small Cap_PR;XOSL;;486426138.2;469.98;;469.75;;469.7514337;;2.28499E+11;;139;NOK;1;;NO0007035343;NO0010865306;;;;ECB;EU Price;Indices;;;;;0;
;NO0010865306;06-05-25;;NO0010865306;NO;OSESN;OSESX Small Cap_NR;XOSL;;;973.14;;972.67;;972.6661906;;;;;;;NO0010865314;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0010865298;06-05-25;;NO0010865298;NO;OSEMP;OSEMX Mid Cap_PR;XOSL;;1339067749;209.35;;209.5;;209.5005566;;2.80535E+11;;97;NOK;1;;NO0010735640;NO0010865280;;;;ECB;EU Price;Indices;;;;;0;
;NO0010865280;06-05-25;;NO0010865280;NO;OSEMN;OSEMX Mid Cap_NR;XOSL;;;310.14;;310.36;;310.360853;;;;;;;NO0010865298;;;;0.162602627;NO0013052209;ECB;TR1;Indices;;;;;0;
;NO0010865272;06-05-25;;NO0010865272;NO;OSEFP;OSEFX Mutual Fund_PR;XOSL;;2973302391;522.39;;523.61;;523.6115434;;1.55686E+12;;60;NOK;1;;NO0007035335;NO0010865264;;;;ECB;EU Price;Indices;;;;;0;
;NO0010865264;06-05-25;;NO0010865264;NO;OSEFN;OSEFX Mutual Fund_NR;XOSL;;;1230.53;;1233.9;;1233.898768;;;;;;;NO0010865272;;;;0.073230336;NO0013052209;ECB;TR1;Indices;;;;;0;
;NO0010865256;06-05-25;;NO0010865256;NO;OSEBP;OSEBX Benchmark_PR;XOSL;;3393217676;525.02;;526.43;;526.4297263;;1.78629E+12;;60;NOK;1;;NO0007035327;NO0010865249;;;;ECB;EU Price;Indices;;;;;0;
;NO0010865249;06-05-25;;NO0010865249;NO;OSEBN;OSEBX Benchmark_NR;XOSL;;;1271.62;;1275.47;;1275.474332;;;;;;;NO0010865256;;;;0.064167983;NO0013052209;ECB;TR1;Indices;;;;;0;
;NO0010865231;06-05-25;;NO0010865231;NO;OSEAP;OSE All share_PR;XOSL;;6209675347;588.96;;590.2;;590.2044453;;3.66498E+12;;187;NOK;1;;NO0007033900;NO0010865223;;;;ECB;EU Price;Indices;;;;;0;
;NO0010865223;06-05-25;;NO0010865223;NO;OSEAN;OSE All share_NR;XOSL;;;1456.63;;1460.21;;1460.211144;;;;;;;NO0010865231;;;;0.063752691;NO0013052209;ECB;TR1;Indices;;;;;0;
;NO0010865215;06-05-25;;NO0010865215;NO;OBSHP;OBSHX Shipping_PR;XOSL;;638891461.7;125.8;;127.4;;127.4043663;;81397561799;;18;NOK;1;;NO0010771934;NO0010865207;;;;ECB;EU Price;Indices;;;;;0;
;NO0010865207;06-05-25;;NO0010865207;NO;OBSHN;OBSHX Shipping_NR;XOSL;;;289.95;;295.86;;295.8647447;;;;;;;NO0010865215;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0010865199;06-05-25;;NO0010865199;NO;OBSFP;OBSFX Seafood_PR;XOSL;;248861208;372.09;;367.57;;367.5676708;;91473334578;;9;NOK;1;;NO0010760663;NO0010865181;;;;ECB;EU Price;Indices;;;;;0;
;NO0010865181;06-05-25;;NO0010865181;NO;OBSFN;OBSFX Seafood_NR;XOSL;;;580.1;;573.06;;573.0567378;;;;;;;NO0010865199;;;;0;;ECB;TR1;Indices;;;;;0;
;NO0010865173;06-05-25;;NO0010865173;NO;OBXU;OBX Uncapped Total Return Index;XOSL;;;1367.27;;1372.17;;1372.172168;;;;;;;NO0010892151;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010771934;06-05-25;;NO0010771934;NO;OBSHX;Oslo Børs Shipping Index;XOSL;;;322.98;;330.4;;330.3988283;;;;;;;NO0010865215;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010760663;06-05-25;;NO0010760663;NO;OBSFX;Oslo Børs Seafood Index;XOSL;;;638.02;;630.27;;630.2695782;;;;;;;NO0010865199;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010735640;06-05-25;;NO0010735640;NO;OSEMX;Oslo Børs Mid Cap Index;XOSL;;;335.87;;336.1;;336.1047745;;;;;;;NO0010865298;;;0.216803503;;NO0013052209;ECB;TR1;Indices;;;;;0;
;NO0010590086;06-05-25;;NO0010590086;NO;OBOSX;Oslo Børs OBX Oil Service Index;XOSL;;;59.26;;58.98;;58.98049506;;;;;;;NO0010890650;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010580640;06-05-25;;NO0010580640;NO;SSSHX;OSLO Shipping Index;XOSL;;;737.08;;750.12;;750.1213471;;;;;;;NO0010892185;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010580624;06-05-25;;NO0010580624;NO;SSSFX;OSLO Seafood Index;XOSL;;;1627.18;;1608.11;;1608.109556;;;;;;;NO0010892177;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0010580590;06-05-25;;NO0010580590;NO;SSENX;OSLO Energy Index;XOSL;;;316.76;;316.43;;316.428602;;;;;;;NO0010892169;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0007035384;06-05-25;;NO0007035384;NO;OAAX;Euronext Expand All-Share Index GR;XOSL;;;73.88;;74.97;;74.97009755;;;;;;;NO0010865330;;;0;;;ECB;TR1;Indices;;;;;0;
;NO0007035376;06-05-25;;NO0007035376;NO;OBXP;OBX Price Index;XOSL;;1963222334;634.75;;636.25;;636.2463168;;1.24909E+12;;25;NOK;1;;NO0000000021;;;;;ECB;EU Price;Indices;;;;;0;
